| 참고문헌 | 상태 | HTTP | GitHub 미러 | URL |
| ref-254 | 정책 차단 | 403 | - | https://github.com/open-rmf/awesome_adapters |
| ref-255 | 정책 차단 | 403 | - | https://github.com/inorbit-ai/ros_amr_interop |
| ref-256 | 정책 차단 | 403 | - | https://github.com/open-rmf/free_fleet |
| ref-257 | 정책 차단 | - | - | https://interactanalysis.com/insight/amr-multi-fleet-orchestration-software/ |
| ref-258 | 정책 차단 | - | - | https://arminstitute.org/projects/interoperability-and-orchestration-of-autonomous-mobile-robots-io-amrs/ |
| ref-259 | 정책 차단 | - | - | https://www.researchgate.net/publication/374741902_Identification_of_requirements_and_opportunities_for_new_types_of_standardized_interfaces_for_AGV_systems_based_on_the_VDA_5050_concept |
| ref-260 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0278612526000166 |
| ref-261 | 정책 차단 | - | - | https://www.hellot.net/news/article.html?no=99467 |
| ref-262 | 정책 차단 | - | - | https://clobot.co.kr/croms |
| ref-263 | 정책 차단 | - | - | https://www.digitaltoday.co.kr/news/articleView.html?idxno=665333 |
| ref-264 | 정책 차단 | - | - | https://www.mt.co.kr/industry/2026/07/14/2026071409414468672 |
| ref-265 | 정책 차단 | - | - | https://cordis.europa.eu/article/id/160857-panrobots-automating-logistics-for-the-factory-of-the-future |
| ref-266 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/7312637/ |
| ref-267 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/10287275/ |
| ref-268 | 정책 차단 | - | - | https://arxiv.org/abs/2511.07175 |
| ref-269 | 정책 차단 | - | - | https://arxiv.org/abs/2404.13499 |
| ref-270 | 정책 차단 | 403 | - | https://github.com/SteveMacenski/slam_toolbox |
| ref-271 | 정책 차단 | - | - | https://ottomotors.com/blog/amr-productivity-software-release/ |
| ref-272 | 정책 차단 | - | - | https://www.lucasware.com/voice-directed-warehousing/ |
| ref-273 | 정책 차단 | - | - | https://www.manualslib.com/manual/1941073/Mir-Mir250.html?page=104 |
| ref-274 | 정책 차단 | - | - | https://scaliro.de/en/lif/ |
| ref-275 | 정책 차단 | - | - | https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/8868519 |
| ref-276 | 정책 차단 | - | - | https://www.aboutamazon.com/news/operations/amazon-proteus-robot-europe-investment-employee-support |
| ref-277 | 정책 차단 | - | - | https://www.therobotreport.com/proteus-gets-natural-language-ability-amazon-expands-europe-robot-deployments/ |
| ref-278 | 정책 차단 | - | - | https://www.inorbit.ai/robopscopilot |
| ref-279 | 정책 차단 | - | - | https://locusrobotics.com/locusone/automated-warehouse-software/user-interface |
| ref-280 | 정책 차단 | - | - | https://www.ailatech.com/blog/case-study-locus-robotics/ |
| ref-281 | 정책 차단 | - | - | https://www.newspim.com/news/view/20260526000361 |
| ref-282 | 정책 차단 | - | - | https://docs.ros.org/en/jazzy/Concepts/Intermediate/About-Quality-of-Service-Settings.html |
| ref-283 | 정책 차단 | - | 열림(원문) | https://osrf.github.io/ros2multirobotbook/integration_doors.html |
| ref-284 | 정책 차단 | - | 열림(원문) | https://osrf.github.io/ros2multirobotbook/integration_lifts.html |
| ref-285 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_door_msgs/msg/DoorState.msg |
| ref-286 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_lift_msgs/msg/LiftState.msg |
| ref-287 | 정책 차단 | 403 | 열림(원문) | https://github.com/eclipse-sparkplug/sparkplug/blob/master/specification/src/main/asciidoc/chapters/Sparkplug_5_Operational_Behavior.adoc |
| ref-288 | 정책 차단 | - | - | https://reference.opcfoundation.org/specs/OPC-10000-4/7.11 |
| ref-289 | 정책 차단 | - | - | https://arxiv.org/abs/2007.08564 |
| ref-290 | 정책 차단 | - | - | https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=957417 |
| ref-291 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2405896318316021 |
| ref-292 | 정책 차단 | - | - | https://pubsonline.informs.org/doi/10.1287/mnsc.1070.0789 |
| ref-293 | 정책 차단 | - | - | https://doi.org/10.3390/s120404187 |
| ref-294 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002781294 |
| ref-295 | 정책 차단 | - | - | https://arxiv.org/abs/1805.06358 |
| ref-296 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002993454 |
| ref-297 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/ros_on_dds.html |
| ref-298 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/qos.html |
| ref-299 | 정책 차단 | 403 | - | https://github.com/ros2/rmw_zenoh |
| ref-300 | 정책 차단 | 403 | - | https://github.com/kubeedge/kubeedge |
| ref-301 | 정책 차단 | - | - | https://learn.microsoft.com/en-us/azure/iot-edge/offline-capabilities |
| ref-302 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf-web |
| ref-303 | 정책 차단 | - | - | https://csrc.nist.gov/pubs/sp/500/325/final |
| ref-304 | 정책 차단 | - | - | https://arxiv.org/abs/2205.09778 |
| ref-305 | 정책 차단 | - | - | https://escholarship.org/uc/item/3t04p9m1 |
| ref-306 | 정책 차단 | - | - | https://docs.oasis-open.org/mqtt/mqtt/v5.0/mqtt-v5.0.html |
| ref-307 | 정책 차단 | - | - | https://www.cjlogistics.com/ko/newsroom/news/NR_00001046 |
| ref-308 | 정책 차단 | - | - | https://arxiv.org/abs/2512.15215 |
| ref-309 | 정책 차단 | - | - | https://www.freightwaves.com/news/warehouses-face-100k-hour-downtime-risk-hybrid-wms |
| ref-310 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/564585.564601 |
| ref-311 | 정책 차단 | - | - | https://onlinelibrary.wiley.com/doi/full/10.4218/etrij.2020-0200 |
| ref-312 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_lift_msgs/msg/LiftRequest.msg |
| ref-313 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_door_msgs/msg/DoorMode.msg |
| ref-314 | 정책 차단 | - | - | https://www.kssn.net/search/stddetail.do?itemNo=K001010135682 |
| ref-315 | 정책 차단 | - | - | https://www.korea.kr/briefing/pressReleaseView.do?newsId=156480155 |
| ref-316 | 정책 차단 | - | - | https://www.ctman.kr/35296 |
| ref-317 | 정책 차단 | - | - | https://www.electimes.com/news/articleView.html?idxno=320147 |
| ref-318 | 정책 차단 | - | - | https://dev.kone.com/api-portal/service-robot-api/ |
| ref-319 | 정책 차단 | - | - | https://www.hankyung.com/economy/article/202203314153Y |
| ref-320 | 정책 차단 | - | - | https://www.fnnews.com/news/202302140913318867 |
| ref-321 | 정책 차단 | - | - | https://doi.org/10.3390/electronics14050982 |
| ref-322 | 정책 차단 | - | - | https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?lcmspage=1&id=95090964 |
| ref-323 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050/blob/2.1.0/json_schemas/factsheet.schema |
| ref-324 | 정책 차단 | 403 | 열림(원문) | https://github.com/ease-crc/soma/blob/master/owl/SOMA-ACT.owl |
| ref-325 | 정책 차단 | 403 | 열림(원문) | https://github.com/hsu-aut/IndustrialStandard-ODP-IEEE1872-2/blob/main/AuR_IEEE1872-2.ttl |
| ref-326 | 정책 차단 | 403 | - | https://github.com/knowrob/knowrob |
| ref-327 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/0951192X.2022.2081361 |
| ref-328 | 정책 차단 | - | - | https://arxiv.org/abs/2312.08801 |
| ref-329 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050/blob/2.0.0/VDA5050_EN_V1.md |
| ref-330 | 정책 차단 | 403 | 열림(원문) | https://github.com/srfiorini/IEEE1872-owl/blob/master/cora-bare.owl |
| ref-331 | 정책 차단 | - | 열림(원문) | https://docs.ogc.org/is/22-045r5/22-045r5.html |
| ref-332 | 정책 차단 | - | - | https://www.ogc.org/announcement/ogc-publishes-indoorgml-2-0-part-1-conceptual-model-standard/ |
| ref-333 | 정책 차단 | 403 | 열림(원문) | https://github.com/opengeospatial/IndoorGML-SWG/blob/master/26-043.html |
| ref-334 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/core/IfcProductExtension/Entities/IfcRelSpaceBoundary.md |
| ref-335 | 정책 차단 | - | - | https://www.iso.org/standard/84123.html |
| ref-336 | 정책 차단 | 403 | 열림(원문) | https://github.com/w3c-lbd-cg/bot/blob/master/bot.ttl |
| ref-337 | 정책 차단 | - | - | https://journals.sagepub.com/doi/10.3233/SW-200385 |
| ref-338 | 정책 차단 | - | - | https://docs.ogc.org/cs/20-094/ |
| ref-339 | 정책 차단 | - | - | https://docs.ogc.org/is/20-010/20-010.html |
| ref-340 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s41064-020-00095-z |
| ref-341 | 정책 차단 | - | - | https://docs.brickschema.org/brick/relationships.html |
| ref-342 | 정책 차단 | 403 | - | https://github.com/buildingsmart-community/ifcOWL |
| ref-343 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S0926580525000597 |
| ref-344 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001786322 |
| ref-345 | 정책 차단 | - | - | https://law.go.kr/admRulLsInfoP.do?admRulSeq=2100000116559 |
| ref-346 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/Level.msg |
| ref-347 | 정책 차단 | - | - | https://arxiv.org/abs/2305.07154 |
| ref-348 | 정책 차단 | - | - | https://www.mdpi.com/2220-9964/9/2/66 |
| ref-349 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/Graph.msg |
| ref-350 | 정책 차단 | - | - | https://robot-help.github.io/ |
| ref-351 | 정책 차단 | - | - | https://arxiv.org/abs/2307.01928 |
| ref-352 | 정책 차단 | - | - | https://clararobot.github.io/ |
| ref-353 | 정책 차단 | - | - | https://arxiv.org/abs/2306.10376 |
| ref-354 | 정책 차단 | 403 | - | https://github.com/cog-model/AmbiK-dataset |
| ref-355 | 정책 차단 | - | - | https://aclanthology.org/2025.acl-long.1593/ |
| ref-356 | 정책 차단 | 403 | 열림(원문) | https://github.com/RasaHQ/rasa/blob/main/docs/docs/forms.mdx |
| ref-357 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/3547138 |
| ref-358 | 정책 차단 | - | - | https://arxiv.org/abs/1904.12907 |
| ref-359 | 정책 차단 | - | - | https://arxiv.org/abs/2409.00557 |
| ref-360 | 정책 차단 | - | - | https://arxiv.org/abs/2508.19114 |
| ref-361 | 정책 차단 | - | - | https://arxiv.org/abs/2411.09436 |
| ref-362 | 정책 차단 | - | - | https://openai.com/index/introducing-structured-outputs-in-the-api/ |
| ref-363 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/actions.html |
| ref-364 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/node_lifecycle.html |
| ref-365 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_api_msgs/blob/main/rmf_api_msgs/schemas/dispatch_task_request.json |
| ref-366 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_task/blob/main/rmf_task/include/rmf_task/Task.hpp |
| ref-367 | 정책 차단 | 403 | 열림(원문) | https://github.com/ietf-wg-httpapi/idempotency/blob/main/draft-ietf-httpapi-idempotency-key-header.md |
| ref-368 | 정책 차단 | - | - | https://reference.opcfoundation.org/Core/Part10/v104/docs/4.2.4 |
| ref-369 | 정책 차단 | - | - | https://www.isa.org/products/isa-tr88-00-02-2022-machine-and-unit-states-an-imp |
| ref-370 | 정책 차단 | - | - | https://arxiv.org/abs/1709.00084 |
| ref-371 | 정책 차단 | 403 | 열림(원문) | https://github.com/BehaviorTree/BehaviorTree.CPP/blob/master/include/behaviortree_cpp/decorators/retry_node.h |
| ref-372 | 정책 차단 | 403 | 열림(원문) | https://github.com/BehaviorTree/BehaviorTree.CPP/blob/master/include/behaviortree_cpp/decorators/timeout_node.h |
| ref-373 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/38713.38742 |
| ref-374 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_ros2/issues/224 |
| ref-375 | 정책 차단 | - | - | https://arxiv.org/abs/2603.21600 |
| ref-376 | 정책 차단 | - | 열림(원문) | https://osrf.github.io/ros2multirobotbook/task.html |
| ref-377 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_task/blob/main/rmf_task/include/rmf_task/TaskPlanner.hpp |
| ref-378 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_task_ros2/include/rmf_task_ros2/Dispatcher.hpp |
| ref-379 | 정책 차단 | 403 | 열림(원문) | https://github.com/google/or-tools/blob/stable/ortools/sat/docs/scheduling.md |
| ref-380 | 정책 차단 | - | - | https://pure.eur.nl/en/publications/design-and-control-of-warehouse-order-picking-a-literature-review/ |
| ref-381 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0377221717302758 |
| ref-382 | 정책 차단 | - | - | https://pure.eur.nl/en/publications/warehousing-in-the-e-commerce-era-a-survey/ |
| ref-383 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0921889016306157 |
| ref-384 | 정책 차단 | - | - | https://arxiv.org/abs/2108.09056 |
| ref-385 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2192437620300315 |
| ref-386 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S1366554522000175 |
| ref-387 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003163116 |
| ref-388 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003194570 |
| ref-389 | 정책 차단 | - | - | https://arxiv.org/abs/2202.10449 |
| ref-390 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_task/blob/main/rmf_task/include/rmf_task/BinaryPriorityScheme.hpp |
| ref-391 | 정책 차단 | - | - | https://www.massrobotics.org/what-is-the-massrobotics-amr-interoperability-standard/ |
| ref-392 | 정책 차단 | - | - | https://eclass.eu/support/technical-specification/structure-and-elements/irdi |
| ref-393 | 정책 차단 | - | - | https://journals.sagepub.com/doi/10.1177/0278364904045564 |
| ref-394 | 정책 차단 | - | - | https://journals.sagepub.com/doi/10.1177/0278364913496484 |
| ref-395 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1109/tro.2009.2022423 |
| ref-396 | 정책 차단 | - | - | https://www.ri.cmu.edu/pub_files/2006/7/01677943-1.pdf |
| ref-397 | 정책 차단 | - | - | https://arxiv.org/abs/2103.12370 |
| ref-398 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2214716019300946 |
| ref-399 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s10514-021-09997-2 |
| ref-400 | 정책 차단 | - | - | https://www.inderscience.com/info/inarticle.php?artid=103016 |
| ref-401 | 정책 차단 | - | - | https://scienceon.kisti.re.kr/srch/selectPORSrchReport.do?cn=TRKO202400003952 |
| ref-402 | 정책 차단 | - | - | https://scienceon.kisti.re.kr/srch/selectPORSrchArticle.do?cn=JAKO200634515151716 |
| ref-403 | 정책 차단 | - | - | https://arxiv.org/abs/2603.22731 |
| ref-404 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_task |
| ref-405 | 정책 차단 | - | 열림(원문) | https://osrf.github.io/ros2multirobotbook/security.html |
| ref-406 | 정책 차단 | - | 열림(원문) | https://osrf.github.io/ros2multirobotbook/simulation.html |
| ref-407 | 정책 차단 | 403 | - | https://github.com/gpue/vda5050-sim |
| ref-408 | 정책 차단 | 403 | - | https://github.com/ekusiadadus/vda5050-lab |
| ref-409 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART002978381 |
| ref-410 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_fleet_adapter/schemas/task_description__delivery.json |
| ref-411 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_fleet_adapter/schemas/event_description__payload_transfer.json |
| ref-412 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_fleet_adapter/schemas/place.json |
| ref-413 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050/blob/main/json_schemas/order.schema |
| ref-414 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/GraphNode.msg |
| ref-415 | 정책 차단 | - | - | https://arxiv.org/abs/1807.03053 |
| ref-416 | 정책 차단 | - | - | https://arxiv.org/abs/2307.06135 |
| ref-417 | 정책 차단 | - | - | https://arxiv.org/abs/2604.05427 |
| ref-418 | 정책 차단 | - | - | https://www.mecalux.com/news/generative-ai-easy-wms-mecalux |
| ref-419 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/shared/IfcSharedBldgElements/Entities/IfcDoor.md |
| ref-420 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/shared/IfcSharedBldgElements/Entities/IfcStair.md |
| ref-421 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/core/IfcProductExtension/Types/IfcTransportElementTypeEnum.md |
| ref-422 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/shared/IfcSharedBldgElements/Entities/IfcWall.md |
| ref-423 | 정책 차단 | 403 | 열림(원문) | https://github.com/buildingSMART/IFC4.3.x-development/blob/ifc4.3-main/docs/schemas/core/IfcProductExtension/Entities/IfcBuildingStorey.md |
| ref-424 | 정책 차단 | 403 | 열림(원문) | https://github.com/mozman/ezdxf/blob/master/docs/source/concepts/blocks.rst |
| ref-425 | 정책 차단 | 403 | 열림(원문) | https://github.com/mozman/ezdxf/blob/master/docs/source/concepts/layers.rst |
| ref-426 | 정책 차단 | 403 | 열림(원문) | https://github.com/mozman/ezdxf/blob/master/docs/source/concepts/units.rst |
| ref-427 | 정책 차단 | - | - | https://www.iso.org/standard/70181.html |
| ref-428 | 정책 차단 | - | - | https://www.nationalcadstandard.org/ncs5/pdfs/ncs5_clg_lnf.pdf |
| ref-429 | 정책 차단 | - | - | https://www.kssn.net/search/stddetail.do?itemNo=K001010129900 |
| ref-430 | 정책 차단 | - | - | https://www.calspia.go.kr/portal/intro/introStandard02.do |
| ref-431 | 정책 차단 | - | - | https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE01288876 |
| ref-432 | 정책 차단 | - | - | https://www.mdpi.com/2076-3417/11/5/2232 |
| ref-433 | 정책 차단 | - | - | https://arxiv.org/abs/2607.12678 |
| ref-434 | 정책 차단 | - | - | https://archiai-lab.github.io/ArchCAD.github.io/ |
| ref-435 | 정책 차단 | - | - | https://doi.org/10.3390/buildings15071178 |
| ref-436 | 정책 차단 | - | - | https://www.molit.go.kr/USR/policyData/m_34681/dtl.jsp?srch_usr_titl=Y&psize=10&lcmspage=1&id=4634 |
| ref-437 | 정책 차단 | - | - | https://webstore.iec.ch/en/publication/72956 |
| ref-438 | 정책 차단 | - | - | https://industrialdigitaltwin.org/wp-content/uploads/2022/10/IDTA-02003-1-2_Submodel_TechnicalData.pdf |
| ref-439 | 정책 차단 | 403 | 열림(관련) | https://github.com/admin-shell-io/submodel-templates |
| ref-440 | 정책 차단 | 403 | 열림(원문) | https://github.com/ros-navigation/navigation2/blob/main/nav2_map_server/README.md |
| ref-441 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_traffic_editor |
| ref-442 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050/blob/main/json_schemas/zoneSet.schema |
| ref-443 | 정책 차단 | 403 | 열림(원문) | https://github.com/admin-shell-io/submodel-templates/blob/main/published/Technical_Data/2/0/1/README.md |
| ref-444 | 정책 차단 | - | - | https://www.zvei.org/fileadmin/user_upload/Presse_und_Medien/Publikationen/2020/Dezember/Submodel_Templates_of_the_Asset_Administration_Shell/201117_I40_ZVEI_SG2_Submodel_Spec_ZVEI_Technical_Data_Version_1_1.pdf |
| ref-445 | 정책 차단 | 403 | 열림(원문) | https://github.com/ros/diagnostics/blob/ros2/README.md |
| ref-446 | 정책 차단 | 403 | - | https://github.com/ros2/ros2_tracing |
| ref-447 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-telemetry/opentelemetry-specification/blob/main/specification/overview.md |
| ref-448 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_task_msgs/msg/Alert.msg |
| ref-449 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050/blob/main/json_schemas/connection.schema |
| ref-450 | 정책 차단 | - | - | https://doi.org/10.3390/s19184019 |
| ref-451 | 정책 차단 | - | - | https://keio.elsevierpure.com/en/publications/comparison-of-bottleneck-detection-methods-for-agv-systems/ |
| ref-452 | 정책 차단 | - | - | https://dl.acm.org/doi/full/10.1145/3501297 |
| ref-453 | 정책 차단 | - | - | https://arxiv.org/abs/2306.15724 |
| ref-454 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/00207543.2024.2412285 |
| ref-455 | 정책 차단 | - | - | https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12892366 |
| ref-456 | 정책 차단 | 403 | - | https://github.com/jyrkioraskari/IFCtoLBD |
| ref-457 | 정책 차단 | - | - | https://arxiv.org/abs/2510.20838 |
| ref-458 | 정책 차단 | - | - | https://ojs.aaai.org/index.php/AAAI/article/view/21522 |
| ref-459 | 정책 차단 | - | - | https://www.w3.org/TR/shacl/ |
| ref-460 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003047128 |
| ref-461 | 정책 차단 | - | - | https://www.mdpi.com/2075-5309/14/8/2274 |
| ref-462 | 정책 차단 | - | - | https://arxiv.org/abs/2507.11770 |
| ref-463 | 정책 차단 | - | - | https://arxiv.org/abs/2602.06507 |
| ref-464 | 정책 차단 | 403 | - | https://github.com/buildingSMART/IDS |
| ref-465 | 정책 차단 | - | - | https://arxiv.org/abs/2406.07962 |
| ref-466 | 정책 차단 | - | - | https://www.busan.com/view/busan/view.php?code=2026072420194685883 |
| ref-467 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0377221721004616 |
| ref-468 | 정책 차단 | - | - | https://pubsonline.informs.org/doi/10.1287/trsc.2023.1207 |
| ref-469 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/24725854.2025.2501036 |
| ref-470 | 정책 차단 | - | - | https://www.iso.org/standard/83545.html |
| ref-471 | 정책 차단 | - | - | https://www.automate.org/robotics/blogs/updated-iso-10218-faq |
| ref-472 | 정책 차단 | - | - | https://www.automate.org/robotics/news/ansi-a3-r15-08-2-safety-standard-for-industrial-mobile-robot-systems-and-applications-now-available |
| ref-473 | 정책 차단 | - | - | https://www.moel.go.kr/policy/policydata/view.do?bbs_seq=20230700065 |
| ref-474 | 정책 차단 | - | - | https://www.irobotnews.com/news/articleView.html?idxno=32130 |
| ref-475 | 정책 차단 | - | - | https://www.korea.kr/briefing/pressReleaseView.do?newsId=156658517 |
| ref-476 | 정책 차단 | - | - | https://arxiv.org/abs/2101.01625 |
| ref-477 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/1463922X.2017.1315750 |
| ref-478 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/985692.985722 |
| ref-479 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/00140139.2025.2529316 |
| ref-480 | 정책 차단 | - | - | https://zdnet.co.kr/view/?no=20231222165139 |
| ref-481 | 정책 차단 | - | - | https://resources.sw.siemens.com/en-US/case-study-idc/ |
| ref-482 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_site |
| ref-483 | 정책 차단 | - | - | https://arxiv.org/abs/2403.18145 |
| ref-484 | 정책 차단 | - | - | https://www.mdpi.com/1424-8220/21/19/6536 |
| ref-485 | 정책 차단 | - | - | https://arxiv.org/abs/2211.08201 |
| ref-486 | 정책 차단 | - | - | https://www.iso.org/standard/75106.html |
| ref-487 | 정책 차단 | - | - | https://www.mois.go.kr/frt/sub/a06/b10/disasterMitigationCompanies/screen.do |
| ref-488 | 정책 차단 | - | - | https://www.moel.go.kr/news/notice/noticeView.do?bbs_seq=20220301591 |
| ref-489 | 정책 차단 | - | - | https://learn.microsoft.com/en-us/azure/architecture/patterns/compensating-transaction |
| ref-490 | 정책 차단 | - | - | https://www.elementlogic.net/solutions-and-services/autostore/faq/ |
| ref-491 | 정책 차단 | - | - | https://www.swisslog.com/en-us/blog/2025/07/benefits-of-autostore-htp |
| ref-492 | 정책 차단 | - | - | https://www.gs1.org/sites/default/files/docs/epc/EPCIS-Standard-1.2-r-2016-09-29.pdf |
| ref-493 | 정책 차단 | - | - | https://arxiv.org/abs/2609.13711 |
| ref-494 | 정책 차단 | - | - | https://arxiv.org/abs/2608.25690 |
| ref-495 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_fleet_adapter/schemas/task_description__compose.json |
| ref-496 | 정책 차단 | 403 | 열림(원문) | https://github.com/serverlessworkflow/specification/blob/main/dsl.md |
| ref-497 | 정책 차단 | - | - | https://arxiv.org/abs/2405.15777 |
| ref-498 | 정책 차단 | - | - | https://v.daum.net/v/20251104092138920 |
| ref-499 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_dispenser_msgs/msg/DispenserResult.msg |
| ref-500 | 정책 차단 | 403 | - | https://github.com/BehaviorTree/BehaviorTree.CPP |
| ref-501 | 정책 차단 | - | - | https://arxiv.org/abs/1911.05499 |
| ref-502 | 정책 차단 | - | - | https://www.omg.org/spec/BPMN/2.0.2/ |
| ref-503 | 정책 차단 | 403 | - | https://github.com/SaraPettinari/fame |
| ref-504 | 정책 차단 | - | - | https://standards.ieee.org/ieee/1872.1/6993/ |
| ref-505 | 정책 차단 | 403 | - | https://github.com/boston-dynamics/spot-sdk |
| ref-506 | 정책 차단 | 403 | - | https://github.com/Kinovarobotics/kortex |
| ref-507 | 정책 차단 | 403 | - | https://github.com/doosan-robotics/doosan-robot2 |
| ref-508 | 정책 차단 | 403 | - | https://github.com/RainbowRobotics/rbpodo |
| ref-509 | 정책 차단 | - | - | https://www.iso.org/standard/68519.html |
| ref-510 | 정책 차단 | - | - | https://www.iso.org/standard/71620.html |
| ref-511 | 정책 차단 | - | - | https://robotlab.doosanrobotics.com/ko/board/Resources/Manual |
| ref-512 | 정책 차단 | - | - | https://rainbowrobotics.github.io/rb_cobot_docs/ko/ |
